job_id,job_title,company,location,experience_level,salary_inr,skills_required,date_posted,remote,industry,year,month,year_month,salary_lpa,level_numeric,skill_count,skills_clean,skills
JOB00272,AI Engineer,Amazon India,Pune,Lead,2581332.0,"LLMs, NLP, Python, Vector Databases, LangChain, PyTorch, Computer Vision",2022-02-11,No,Healthcare,2022,2,2022-02,25.81,4,7,"Llms, NLP, Python, Vector Databases, Langchain, PyTorch, Computer Vision","Llms, NLP, Python, Vector Databases, Langchain, PyTorch, Computer Vision"
JOB00273,Cybersecurity Analyst,IBM India,Kolkata,Lead,3960001.0,"Penetration Testing, Python, SIEM, OWASP",2023-10-20,Hybrid,Fintech,2023,10,2023-10,39.6,4,4,"Penetration Testing, Python, Siem, Owasp","Penetration Testing, Python, Siem, Owasp"
JOB00274,Machine Learning Engineer,Infosys,Noida,Mid,1163173.0,"REST APIs, MLOps, CI/CD, AWS, Azure",2024-02-05,Yes,IT,2024,2,2024-02,11.63,2,5,"Rest Apis, Mlops, Cicd, Aws, Azure","Rest Apis, Mlops, Cicd, Aws, Azure"
JOB00275,Backend Developer,Infosys,Chennai,Principal,5191919.0,"MongoDB, Redis, Python, Node.js, Django",2023-02-16,Yes,E-commerce,2023,2,2023-02,51.92,5,5,"Mongodb, Redis, Python, Node.Js, Django","Mongodb, Redis, Python, Node.Js, Django"
JOB00276,Data Scientist,Accenture,Delhi NCR,Senior,1917563.0,"SQL, Big Data, R, Pandas, Statistics, Machine Learning",2022-03-04,No,EdTech,2022,3,2022-03,19.18,3,6,"Sql, Big Data, Pandas, Statistics, Machine Learning","Sql, Big Data, Pandas, Statistics, Machine Learning"
JOB00277,DevOps Engineer,TechCorp India,Kolkata,Mid,1197635.0,"Ansible, CI/CD, Bash Scripting, AWS, GCP, Linux, Jenkins, Docker",2023-08-07,Yes,Finance,2023,8,2023-08,11.98,2,8,"Ansible, Cicd, Bash Scripting, Aws, GCP, Linux, Jenkins, Docker","Ansible, Cicd, Bash Scripting, Aws, GCP, Linux, Jenkins, Docker"
JOB00278,Cybersecurity Analyst,TechCorp India,Bangalore,Principal,4398917.0,"Penetration Testing, Firewalls, Python, SIEM, OWASP",2024-11-17,No,Finance,2024,11,2024-11,43.99,5,5,"Penetration Testing, Firewalls, Python, Siem, Owasp","Penetration Testing, Firewalls, Python, Siem, Owasp"
JOB00279,AI Engineer,Flipkart,Kolkata,Mid,1330343.0,"NLP, Computer Vision, LangChain, LLMs",2023-07-18,No,E-commerce,2023,7,2023-07,13.3,2,4,"NLP, Computer Vision, Langchain, Llms","NLP, Computer Vision, Langchain, Llms"
JOB00280,Backend Developer,Microsoft India,Noida,Mid,1189368.0,"Docker, MongoDB, Redis, REST APIs, Java, Python",2024-11-13,Hybrid,EdTech,2024,11,2024-11,11.89,2,6,"Docker, Mongodb, Redis, Rest Apis, Java, Python","Docker, Mongodb, Redis, Rest Apis, Java, Python"
JOB00281,Data Engineer,IBM India,Pune,Senior,2125949.0,"Snowflake, Spark, Kafka, Airflow",2023-10-28,Hybrid,Fintech,2023,10,2023-10,21.26,3,4,"Snowflake, Spark, Kafka, Airflow","Snowflake, Spark, Kafka, Airflow"
JOB00282,NLP Engineer,Amazon India,Hyderabad,Senior,1895019.0,"Deep Learning, BERT, Python, SpaCy, Transformers",2024-04-07,Hybrid,IT,2024,4,2024-04,18.95,3,5,"Deep Learning, Bert, Python, Spacy, Transformers","Deep Learning, Bert, Python, Spacy, Transformers"
JOB00283,AI Engineer,Amazon India,Chennai,Lead,3119927.0,"Prompt Engineering, Vector Databases, LangChain, LLMs, Python, Computer Vision",2023-01-24,Hybrid,EdTech,2023,1,2023-01,31.2,4,6,"Prompt Engineering, Vector Databases, Langchain, Llms, Python, Computer Vision","Prompt Engineering, Vector Databases, Langchain, Llms, Python, Computer Vision"
JOB00284,AI Engineer,Oracle India,Mumbai,Lead,3909010.0,"LangChain, Computer Vision, PyTorch, Prompt Engineering, LLMs, Vector Databases",2023-01-06,No,Finance,2023,1,2023-01,39.09,4,6,"Langchain, Computer Vision, PyTorch, Prompt Engineering, Llms, Vector Databases","Langchain, Computer Vision, PyTorch, Prompt Engineering, Llms, Vector Databases"
JOB00285,Business Intelligence Analyst,Flipkart,Delhi NCR,Senior,2672374.0,"ETL, Tableau, Python, Power BI, Business Analysis",2023-09-21,No,Healthcare,2023,9,2023-09,26.72,3,5,"Etl, Tableau, Python, Power Bi, Business Analysis","Etl, Tableau, Python, Power Bi, Business Analysis"
JOB00286,Data Engineer,Capgemini,Noida,Senior,2472576.0,"Snowflake, Python, Big Data, Spark",2024-08-25,Yes,Fintech,2024,8,2024-08,24.73,3,4,"Snowflake, Python, Big Data, Spark","Snowflake, Python, Big Data, Spark"
JOB00287,Full Stack Developer,HCL Technologies,Delhi NCR,Principal,4751394.0,"JavaScript, React, HTML, Node.js, REST APIs, AWS, SQL",2024-07-26,Hybrid,Finance,2024,7,2024-07,47.51,5,7,"Javascript, React, Html, Node.Js, Rest Apis, Aws, Sql","Javascript, React, Html, Node.Js, Rest Apis, Aws, Sql"
JOB00288,Product Manager,Capgemini,Hyderabad,Entry,555632.0,"Scrum, User Research, A/B Testing, Product Strategy, Roadmapping, Data Analysis",2023-07-15,Hybrid,Finance,2023,7,2023-07,5.56,1,6,"Scrum, User Research, Ab Testing, Product Strategy, Roadmapping, Data Analysis","Scrum, User Research, Ab Testing, Product Strategy, Roadmapping, Data Analysis"
JOB00289,DevOps Engineer,Byju's,Chennai,Entry,367845.0,"Jenkins, Bash Scripting, Monitoring, Linux, Ansible, Azure, Terraform, Docker",2022-03-19,Hybrid,Healthcare,2022,3,2022-03,3.68,1,8,"Jenkins, Bash Scripting, Monitoring, Linux, Ansible, Azure, Terraform, Docker","Jenkins, Bash Scripting, Monitoring, Linux, Ansible, Azure, Terraform, Docker"
JOB00290,Data Scientist,Microsoft India,Pune,Senior,2613658.0,"Python, Scikit-learn, Spark, Big Data, TensorFlow",2023-04-09,Yes,IT,2023,4,2023-04,26.14,3,5,"Python, Scikitlearn, Spark, Big Data, TensorFlow","Python, Scikitlearn, Spark, Big Data, TensorFlow"
JOB00291,Full Stack Developer,Zoho,Noida,Principal,5969063.0,"React, Python, JavaScript, SQL, CSS, Node.js",2024-12-01,No,E-commerce,2024,12,2024-12,59.69,5,6,"React, Python, Javascript, Sql, Css, Node.Js","React, Python, Javascript, Sql, Css, Node.Js"
JOB00292,NLP Engineer,HCL Technologies,Chennai,Mid,1059381.0,"LLMs, BERT, TensorFlow, SpaCy, Deep Learning, Python, NLP",2023-04-05,Hybrid,IT,2023,4,2023-04,10.59,2,7,"Llms, Bert, TensorFlow, Spacy, Deep Learning, Python, NLP","Llms, Bert, TensorFlow, Spacy, Deep Learning, Python, NLP"
JOB00293,Data Engineer,Byju's,Gurgaon,Principal,4208773.0,"Kafka, Databricks, Python, AWS",2023-06-08,Yes,EdTech,2023,6,2023-06,42.09,5,4,"Kafka, Databricks, Python, Aws","Kafka, Databricks, Python, Aws"
JOB00294,Data Scientist,Google India,Mumbai,Entry,642657.0,"Python, NLP, Machine Learning, Statistics",2024-06-28,Hybrid,Healthcare,2024,6,2024-06,6.43,1,4,"Python, NLP, Machine Learning, Statistics","Python, NLP, Machine Learning, Statistics"
JOB00295,DevOps Engineer,Zoho,Gurgaon,Mid,915477.0,"GCP, Jenkins, Kubernetes, Ansible",2023-07-07,Hybrid,Finance,2023,7,2023-07,9.15,2,4,"GCP, Jenkins, Kubernetes, Ansible","GCP, Jenkins, Kubernetes, Ansible"
JOB00296,Full Stack Developer,Paytm,Chennai,Entry,568217.0,"Python, SQL, CSS, REST APIs, Node.js, AWS, HTML, MongoDB",2023-06-23,No,Fintech,2023,6,2023-06,5.68,1,8,"Python, Sql, Css, Rest Apis, Node.Js, Aws, Html, Mongodb","Python, Sql, Css, Rest Apis, Node.Js, Aws, Html, Mongodb"
JOB00297,Full Stack Developer,Accenture,Bangalore,Senior,1836327.0,"REST APIs, AWS, Node.js, HTML",2023-11-09,Yes,Fintech,2023,11,2023-11,18.36,3,4,"Rest Apis, Aws, Node.Js, Html","Rest Apis, Aws, Node.Js, Html"
JOB00298,Machine Learning Engineer,Oracle India,Pune,Entry,601021.0,"PyTorch, TensorFlow, Azure, FastAPI, Model Deployment, Docker, Scikit-learn",2024-07-24,No,IT,2024,7,2024-07,6.01,1,7,"PyTorch, TensorFlow, Azure, Fastapi, Model Deployment, Docker, Scikitlearn","PyTorch, TensorFlow, Azure, Fastapi, Model Deployment, Docker, Scikitlearn"
JOB00299,Machine Learning Engineer,Infosys,Bangalore,Mid,741360.0,"Kubernetes, FastAPI, Model Deployment, REST APIs, MLOps, TensorFlow",2022-07-14,Yes,Fintech,2022,7,2022-07,7.41,2,6,"Kubernetes, Fastapi, Model Deployment, Rest Apis, Mlops, TensorFlow","Kubernetes, Fastapi, Model Deployment, Rest Apis, Mlops, TensorFlow"
JOB00300,AI Engineer,Google India,Kolkata,Mid,1044625.0,"OpenAI API, Computer Vision, TensorFlow, PyTorch, Prompt Engineering, Vector Databases",2022-08-22,No,Healthcare,2022,8,2022-08,10.45,2,6,"Openai Api, Computer Vision, TensorFlow, PyTorch, Prompt Engineering, Vector Databases","Openai Api, Computer Vision, TensorFlow, PyTorch, Prompt Engineering, Vector Databases"
JOB00301,Cybersecurity Analyst,Wipro,Kolkata,Lead,3946830.0,"Incident Response, Firewalls, Python, Network Security, OWASP, SIEM, Ethical Hacking",2022-11-23,Hybrid,E-commerce,2022,11,2022-11,39.47,4,7,"Incident Response, Firewalls, Python, Network Security, Owasp, Siem, Ethical Hacking","Incident Response, Firewalls, Python, Network Security, Owasp, Siem, Ethical Hacking"
JOB00302,Product Manager,Zomato,Mumbai,Principal,5337788.0,"Roadmapping, User Research, SQL, Product Strategy, Agile",2024-09-16,No,E-commerce,2024,9,2024-09,53.38,5,5,"Roadmapping, User Research, Sql, Product Strategy, Agile","Roadmapping, User Research, Sql, Product Strategy, Agile"
JOB00303,Data Scientist,Amazon India,Noida,Entry,437160.0,"Python, NLP, Scikit-learn, Pandas, NumPy, Data Visualization",2023-04-04,Hybrid,Fintech,2023,4,2023-04,4.37,1,6,"Python, NLP, Scikitlearn, Pandas, Numpy, Data Visualization","Python, NLP, Scikitlearn, Pandas, Numpy, Data Visualization"
JOB00304,Business Intelligence Analyst,TechCorp India,Hyderabad,Principal,3899474.0,"Excel, Python, Power BI, ETL, Statistics, Tableau, Business Analysis",2022-04-22,Hybrid,E-commerce,2022,4,2022-04,38.99,5,7,"Excel, Python, Power Bi, Etl, Statistics, Tableau, Business Analysis","Excel, Python, Power Bi, Etl, Statistics, Tableau, Business Analysis"
JOB00305,Cybersecurity Analyst,Infosys,Noida,Lead,2846877.0,"OWASP, SIEM, Python, Incident Response",2023-07-24,Yes,EdTech,2023,7,2023-07,28.47,4,4,"Owasp, Siem, Python, Incident Response","Owasp, Siem, Python, Incident Response"
JOB00306,AI Engineer,TCS,Ahmedabad,Lead,3345733.0,"TensorFlow, OpenAI API, LangChain, Prompt Engineering, Computer Vision",2024-07-06,No,Healthcare,2024,7,2024-07,33.46,4,5,"TensorFlow, Openai Api, Langchain, Prompt Engineering, Computer Vision","TensorFlow, Openai Api, Langchain, Prompt Engineering, Computer Vision"
JOB00307,Machine Learning Engineer,TCS,Gurgaon,Lead,3870222.0,"TensorFlow, MLOps, FastAPI, Python",2022-01-01,Hybrid,Fintech,2022,1,2022-01,38.7,4,4,"TensorFlow, Mlops, Fastapi, Python","TensorFlow, Mlops, Fastapi, Python"
JOB00308,Backend Developer,Accenture,Ahmedabad,Principal,5858593.0,"Docker, AWS, SQL, Flask, MongoDB",2022-04-22,No,EdTech,2022,4,2022-04,58.59,5,5,"Docker, Aws, Sql, Flask, Mongodb","Docker, Aws, Sql, Flask, Mongodb"
JOB00309,Product Manager,Microsoft India,Pune,Principal,5484466.0,"A/B Testing, Agile, Product Strategy, User Research, Communication, Roadmapping",2023-12-01,Hybrid,EdTech,2023,12,2023-12,54.84,5,6,"Ab Testing, Agile, Product Strategy, User Research, Communication, Roadmapping","Ab Testing, Agile, Product Strategy, User Research, Communication, Roadmapping"
JOB00310,Frontend Developer,Capgemini,Mumbai,Entry,324000.0,"Redux, Vue.js, TypeScript, JavaScript, GraphQL",2023-02-06,No,Finance,2023,2,2023-02,3.24,1,5,"Redux, Vue.Js, Typescript, Javascript, Graphql","Redux, Vue.Js, Typescript, Javascript, Graphql"
JOB00311,DevOps Engineer,HCL Technologies,Ahmedabad,Mid,1451606.0,"Kubernetes, Jenkins, Docker, Monitoring, Terraform, Azure",2024-10-29,Yes,EdTech,2024,10,2024-10,14.52,2,6,"Kubernetes, Jenkins, Docker, Monitoring, Terraform, Azure","Kubernetes, Jenkins, Docker, Monitoring, Terraform, Azure"
JOB00312,Business Intelligence Analyst,Zoho,Gurgaon,Entry,590049.0,"Python, Power BI, ETL, Data Modeling, Tableau, Business Analysis, SQL",2024-03-04,No,EdTech,2024,3,2024-03,5.9,1,7,"Python, Power Bi, Etl, Data Modeling, Tableau, Business Analysis, Sql","Python, Power Bi, Etl, Data Modeling, Tableau, Business Analysis, Sql"
JOB00313,NLP Engineer,Zoho,Noida,Lead,3378003.0,"BERT, Transformers, SpaCy, TensorFlow, NLTK, Text Processing, NLP, Python",2024-04-25,No,Fintech,2024,4,2024-04,33.78,4,8,"Bert, Transformers, Spacy, TensorFlow, Nltk, Text Processing, NLP, Python","Bert, Transformers, Spacy, TensorFlow, Nltk, Text Processing, NLP, Python"
JOB00314,Cloud Architect,Cognizant,Noida,Senior,2660944.0,"Kubernetes, Cost Optimization, Terraform, Microservices, GCP",2022-09-29,Hybrid,Fintech,2022,9,2022-09,26.61,3,5,"Kubernetes, Cost Optimization, Terraform, Microservices, GCP","Kubernetes, Cost Optimization, Terraform, Microservices, GCP"
JOB00315,AI Engineer,Flipkart,Bangalore,Senior,1742022.0,"LangChain, OpenAI API, Prompt Engineering, LLMs, Vector Databases, Computer Vision",2023-08-09,Hybrid,IT,2023,8,2023-08,17.42,3,6,"Langchain, Openai Api, Prompt Engineering, Llms, Vector Databases, Computer Vision","Langchain, Openai Api, Prompt Engineering, Llms, Vector Databases, Computer Vision"
JOB00316,Data Scientist,Oracle India,Pune,Lead,2804772.0,"Scikit-learn, Python, TensorFlow, PyTorch",2022-11-26,Yes,IT,2022,11,2022-11,28.05,4,4,"Scikitlearn, Python, TensorFlow, PyTorch","Scikitlearn, Python, TensorFlow, PyTorch"
JOB00317,Business Intelligence Analyst,Paytm,Pune,Senior,1927820.0,"SQL, ETL, Business Analysis, Excel, Statistics, Tableau, Power BI, Python",2023-05-02,Hybrid,Fintech,2023,5,2023-05,19.28,3,8,"Sql, Etl, Business Analysis, Excel, Statistics, Tableau, Power Bi, Python","Sql, Etl, Business Analysis, Excel, Statistics, Tableau, Power Bi, Python"
JOB00318,Data Scientist,Zoho,Ahmedabad,Lead,3312761.0,"Data Visualization, Scikit-learn, SQL, Pandas, Python, Big Data, PyTorch",2023-02-20,Yes,Fintech,2023,2,2023-02,33.13,4,7,"Data Visualization, Scikitlearn, Sql, Pandas, Python, Big Data, PyTorch","Data Visualization, Scikitlearn, Sql, Pandas, Python, Big Data, PyTorch"
JOB00319,Business Intelligence Analyst,Wipro,Kolkata,Senior,2733933.0,"Excel, Statistics, Power BI, Python, Tableau, SQL, ETL, Business Analysis",2024-11-18,Yes,E-commerce,2024,11,2024-11,27.34,3,8,"Excel, Statistics, Power Bi, Python, Tableau, Sql, Etl, Business Analysis","Excel, Statistics, Power Bi, Python, Tableau, Sql, Etl, Business Analysis"
JOB00320,Backend Developer,HCL Technologies,Bangalore,Principal,4608301.0,"Node.js, Redis, FastAPI, Python, Flask",2024-08-13,Yes,Healthcare,2024,8,2024-08,46.08,5,5,"Node.Js, Redis, Fastapi, Python, Flask","Node.Js, Redis, Fastapi, Python, Flask"
JOB00321,Data Engineer,Accenture,Hyderabad,Entry,627872.0,"Databricks, Airflow, Snowflake, ETL, Kafka, Python, Big Data, Hadoop",2024-12-12,Hybrid,IT,2024,12,2024-12,6.28,1,8,"Databricks, Airflow, Snowflake, Etl, Kafka, Python, Big Data, Hadoop","Databricks, Airflow, Snowflake, Etl, Kafka, Python, Big Data, Hadoop"
JOB00322,Product Manager,Amazon India,Delhi NCR,Principal,4168448.0,"Communication, Roadmapping, Product Strategy, Scrum, Agile, SQL, User Research",2023-11-11,No,Finance,2023,11,2023-11,41.68,5,7,"Communication, Roadmapping, Product Strategy, Scrum, Agile, Sql, User Research","Communication, Roadmapping, Product Strategy, Scrum, Agile, Sql, User Research"
JOB00323,Product Manager,Infosys,Delhi NCR,Principal,5725073.0,"Communication, Product Strategy, A/B Testing, User Research, Scrum, Data Analysis, Roadmapping",2023-05-15,No,IT,2023,5,2023-05,57.25,5,7,"Communication, Product Strategy, Ab Testing, User Research, Scrum, Data Analysis, Roadmapping","Communication, Product Strategy, Ab Testing, User Research, Scrum, Data Analysis, Roadmapping"
JOB00324,Full Stack Developer,Capgemini,Delhi NCR,Senior,2632959.0,"JavaScript, REST APIs, MongoDB, AWS, Node.js, CSS",2023-08-31,Hybrid,IT,2023,8,2023-08,26.33,3,6,"Javascript, Rest Apis, Mongodb, Aws, Node.Js, Css","Javascript, Rest Apis, Mongodb, Aws, Node.Js, Css"
JOB00325,Machine Learning Engineer,TCS,Hyderabad,Mid,1264107.0,"Python, Model Deployment, TensorFlow, Scikit-learn, FastAPI, MLOps, CI/CD, AWS",2024-06-10,Yes,E-commerce,2024,6,2024-06,12.64,2,8,"Python, Model Deployment, TensorFlow, Scikitlearn, Fastapi, Mlops, Cicd, Aws","Python, Model Deployment, TensorFlow, Scikitlearn, Fastapi, Mlops, Cicd, Aws"
JOB00326,Business Intelligence Analyst,Freshworks,Chennai,Senior,1579453.0,"Tableau, SQL, Statistics, Power BI",2022-05-25,No,E-commerce,2022,5,2022-05,15.79,3,4,"Tableau, Sql, Statistics, Power Bi","Tableau, Sql, Statistics, Power Bi"
JOB00327,Full Stack Developer,Zoho,Mumbai,Lead,3821661.0,"Docker, MongoDB, JavaScript, CSS, HTML, REST APIs, SQL",2022-01-13,Hybrid,EdTech,2022,1,2022-01,38.22,4,7,"Docker, Mongodb, Javascript, Css, Html, Rest Apis, Sql","Docker, Mongodb, Javascript, Css, Html, Rest Apis, Sql"
JOB00328,Data Scientist,Google India,Kolkata,Entry,487537.0,"Machine Learning, PyTorch, Data Visualization, Scikit-learn, Big Data, NumPy, Spark, NLP",2024-06-15,Hybrid,IT,2024,6,2024-06,4.88,1,8,"Machine Learning, PyTorch, Data Visualization, Scikitlearn, Big Data, Numpy, Spark, NLP","Machine Learning, PyTorch, Data Visualization, Scikitlearn, Big Data, Numpy, Spark, NLP"
JOB00329,DevOps Engineer,Microsoft India,Bangalore,Mid,1259381.0,"AWS, Jenkins, Ansible, GCP, Monitoring",2023-09-03,Hybrid,EdTech,2023,9,2023-09,12.59,2,5,"Aws, Jenkins, Ansible, GCP, Monitoring","Aws, Jenkins, Ansible, GCP, Monitoring"
JOB00330,Data Analyst,Microsoft India,Chennai,Entry,321901.0,"Business Intelligence, Data Visualization, Excel, Python",2023-03-07,No,Fintech,2023,3,2023-03,3.22,1,4,"Business Intelligence, Data Visualization, Excel, Python","Business Intelligence, Data Visualization, Excel, Python"
JOB00331,Cybersecurity Analyst,Cognizant,Gurgaon,Principal,4097500.0,"SIEM, Python, Ethical Hacking, OWASP, Incident Response",2022-08-23,Yes,EdTech,2022,8,2022-08,40.98,5,5,"Siem, Python, Ethical Hacking, Owasp, Incident Response","Siem, Python, Ethical Hacking, Owasp, Incident Response"
JOB00332,DevOps Engineer,Amazon India,Delhi NCR,Principal,3806790.0,"Bash Scripting, Kubernetes, GCP, Monitoring, Azure, CI/CD",2024-09-24,Yes,Fintech,2024,9,2024-09,38.07,5,6,"Bash Scripting, Kubernetes, GCP, Monitoring, Azure, Cicd","Bash Scripting, Kubernetes, GCP, Monitoring, Azure, Cicd"
JOB00333,AI Engineer,Zoho,Pune,Mid,804904.0,"Vector Databases, TensorFlow, NLP, PyTorch, OpenAI API, LLMs",2023-11-04,Hybrid,EdTech,2023,11,2023-11,8.05,2,6,"Vector Databases, TensorFlow, NLP, PyTorch, Openai Api, Llms","Vector Databases, TensorFlow, NLP, PyTorch, Openai Api, Llms"
JOB00334,Data Analyst,Flipkart,Pune,Principal,5877591.0,"Statistics, Data Visualization, Python, SQL, Pandas, Excel",2023-03-30,No,Finance,2023,3,2023-03,58.78,5,6,"Statistics, Data Visualization, Python, Sql, Pandas, Excel","Statistics, Data Visualization, Python, Sql, Pandas, Excel"
JOB00335,AI Engineer,IBM India,Hyderabad,Senior,2506536.0,"OpenAI API, LLMs, Computer Vision, NLP, Vector Databases, Python, TensorFlow",2022-06-17,Hybrid,Finance,2022,6,2022-06,25.07,3,7,"Openai Api, Llms, Computer Vision, NLP, Vector Databases, Python, TensorFlow","Openai Api, Llms, Computer Vision, NLP, Vector Databases, Python, TensorFlow"
JOB00336,Backend Developer,Infosys,Noida,Entry,681380.0,"Python, MongoDB, AWS, REST APIs",2023-03-12,No,EdTech,2023,3,2023-03,6.81,1,4,"Python, Mongodb, Aws, Rest Apis","Python, Mongodb, Aws, Rest Apis"
JOB00337,NLP Engineer,HCL Technologies,Ahmedabad,Principal,5480147.0,"LLMs, SpaCy, BERT, Deep Learning, Transformers",2023-08-19,Hybrid,EdTech,2023,8,2023-08,54.8,5,5,"Llms, Spacy, Bert, Deep Learning, Transformers","Llms, Spacy, Bert, Deep Learning, Transformers"
JOB00338,Machine Learning Engineer,Cognizant,Gurgaon,Lead,3263081.0,"Python, Model Deployment, Scikit-learn, Deep Learning, PyTorch, Azure, FastAPI, CI/CD",2022-11-23,Hybrid,Fintech,2022,11,2022-11,32.63,4,8,"Python, Model Deployment, Scikitlearn, Deep Learning, PyTorch, Azure, Fastapi, Cicd","Python, Model Deployment, Scikitlearn, Deep Learning, PyTorch, Azure, Fastapi, Cicd"
JOB00339,Cybersecurity Analyst,Accenture,Bangalore,Mid,1471667.0,"Firewalls, Network Security, Python, Penetration Testing, OWASP, Incident Response, Ethical Hacking",2024-01-27,Hybrid,Finance,2024,1,2024-01,14.72,2,7,"Firewalls, Network Security, Python, Penetration Testing, Owasp, Incident Response, Ethical Hacking","Firewalls, Network Security, Python, Penetration Testing, Owasp, Incident Response, Ethical Hacking"
JOB00340,Cloud Architect,Freshworks,Noida,Senior,2313890.0,"Security, AWS, Networking, Microservices, GCP, Cost Optimization, Docker",2023-06-24,Hybrid,Finance,2023,6,2023-06,23.14,3,7,"Security, Aws, Networking, Microservices, GCP, Cost Optimization, Docker","Security, Aws, Networking, Microservices, GCP, Cost Optimization, Docker"
JOB00341,Full Stack Developer,Microsoft India,Ahmedabad,Lead,3266082.0,"CSS, Python, REST APIs, SQL, Node.js, HTML, AWS, Docker",2023-12-24,No,EdTech,2023,12,2023-12,32.66,4,8,"Css, Python, Rest Apis, Sql, Node.Js, Html, Aws, Docker","Css, Python, Rest Apis, Sql, Node.Js, Html, Aws, Docker"
JOB00342,Data Scientist,Cognizant,Hyderabad,Principal,4082875.0,"Deep Learning, TensorFlow, Machine Learning, Pandas, Scikit-learn, PyTorch, Big Data",2022-11-04,No,EdTech,2022,11,2022-11,40.83,5,7,"Deep Learning, TensorFlow, Machine Learning, Pandas, Scikitlearn, PyTorch, Big Data","Deep Learning, TensorFlow, Machine Learning, Pandas, Scikitlearn, PyTorch, Big Data"
JOB00343,Business Intelligence Analyst,Zomato,Chennai,Entry,646611.0,"Business Analysis, ETL, Python, SQL, Excel",2024-09-07,Hybrid,Finance,2024,9,2024-09,6.47,1,5,"Business Analysis, Etl, Python, Sql, Excel","Business Analysis, Etl, Python, Sql, Excel"
JOB00344,AI Engineer,Infosys,Gurgaon,Lead,2547072.0,"Python, PyTorch, LangChain, TensorFlow, LLMs",2024-11-15,Yes,IT,2024,11,2024-11,25.47,4,5,"Python, PyTorch, Langchain, TensorFlow, Llms","Python, PyTorch, Langchain, TensorFlow, Llms"
JOB00345,Data Analyst,Accenture,Kolkata,Senior,1877566.0,"Data Visualization, SQL, Power BI, R, Excel, Tableau, Pandas, Statistics",2022-12-16,Hybrid,Finance,2022,12,2022-12,18.78,3,8,"Data Visualization, Sql, Power Bi, Excel, Tableau, Pandas, Statistics","Data Visualization, Sql, Power Bi, Excel, Tableau, Pandas, Statistics"
JOB00346,Product Manager,Google India,Kolkata,Principal,4262877.0,"Communication, SQL, Agile, User Research, Scrum, Data Analysis, A/B Testing, Product Strategy",2023-04-16,Yes,IT,2023,4,2023-04,42.63,5,8,"Communication, Sql, Agile, User Research, Scrum, Data Analysis, Ab Testing, Product Strategy","Communication, Sql, Agile, User Research, Scrum, Data Analysis, Ab Testing, Product Strategy"
JOB00347,Data Scientist,Paytm,Mumbai,Mid,1248102.0,"Scikit-learn, Statistics, Deep Learning, NumPy, Machine Learning, Data Visualization, R, Python",2024-12-24,Yes,E-commerce,2024,12,2024-12,12.48,2,8,"Scikitlearn, Statistics, Deep Learning, Numpy, Machine Learning, Data Visualization, Python","Scikitlearn, Statistics, Deep Learning, Numpy, Machine Learning, Data Visualization, Python"
JOB00348,AI Engineer,Google India,Delhi NCR,Mid,1332789.0,"Python, Prompt Engineering, LangChain, PyTorch, Vector Databases, Computer Vision, NLP, LLMs",2024-09-14,Hybrid,Fintech,2024,9,2024-09,13.33,2,8,"Python, Prompt Engineering, Langchain, PyTorch, Vector Databases, Computer Vision, NLP, Llms","Python, Prompt Engineering, Langchain, PyTorch, Vector Databases, Computer Vision, NLP, Llms"
JOB00349,NLP Engineer,IBM India,Chennai,Principal,3909854.0,"TensorFlow, Transformers, NLTK, SpaCy, NLP, Python, Text Processing",2024-04-16,Yes,Fintech,2024,4,2024-04,39.1,5,7,"TensorFlow, Transformers, Nltk, Spacy, NLP, Python, Text Processing","TensorFlow, Transformers, Nltk, Spacy, NLP, Python, Text Processing"
JOB00350,Business Intelligence Analyst,HCL Technologies,Kolkata,Entry,603031.0,"Tableau, SQL, Excel, ETL, Statistics, Power BI, Data Modeling, Business Analysis",2022-08-07,Hybrid,EdTech,2022,8,2022-08,6.03,1,8,"Tableau, Sql, Excel, Etl, Statistics, Power Bi, Data Modeling, Business Analysis","Tableau, Sql, Excel, Etl, Statistics, Power Bi, Data Modeling, Business Analysis"
JOB00351,Backend Developer,Byju's,Noida,Senior,2624293.0,"Redis, Flask, AWS, FastAPI, REST APIs, SQL, Java",2024-04-26,No,Finance,2024,4,2024-04,26.24,3,7,"Redis, Flask, Aws, Fastapi, Rest Apis, Sql, Java","Redis, Flask, Aws, Fastapi, Rest Apis, Sql, Java"
JOB00352,Frontend Developer,Accenture,Ahmedabad,Principal,5827466.0,"HTML, Webpack, CSS, TypeScript, Redux, Angular, React",2022-09-01,Hybrid,Finance,2022,9,2022-09,58.27,5,7,"Html, Webpack, Css, Typescript, Redux, Angular, React","Html, Webpack, Css, Typescript, Redux, Angular, React"
JOB00353,Machine Learning Engineer,TCS,Hyderabad,Mid,1233036.0,"FastAPI, Kubernetes, Azure, Deep Learning, Python, PyTorch, MLOps",2022-01-11,No,EdTech,2022,1,2022-01,12.33,2,7,"Fastapi, Kubernetes, Azure, Deep Learning, Python, PyTorch, Mlops","Fastapi, Kubernetes, Azure, Deep Learning, Python, PyTorch, Mlops"
JOB00354,Full Stack Developer,Zoho,Noida,Entry,333596.0,"Node.js, MongoDB, Python, JavaScript, HTML, CSS",2024-03-31,No,Fintech,2024,3,2024-03,3.34,1,6,"Node.Js, Mongodb, Python, Javascript, Html, Css","Node.Js, Mongodb, Python, Javascript, Html, Css"
