job_id,job_title,company,location,experience_level,salary_inr,skills_required,date_posted,remote,industry
JOB00170,Full Stack Developer,TechCorp India,Bangalore,Entry,657947,"React, MongoDB, Python, CSS, SQL, Node.js, Docker, REST APIs",2023-04-02,No,E-commerce
JOB00171,AI Engineer,Infosys,Kolkata,Principal,5278921,"Prompt Engineering, NLP, LangChain, OpenAI API, PyTorch, TensorFlow, LLMs, Python",2022-08-20,Hybrid,IT
JOB00172,Software Engineer,Infosys,Kolkata,Mid,770559,"Agile, Java, SQL, Docker",2023-05-17,No,Finance
JOB00173,Cloud Architect,Freshworks,Gurgaon,Mid,1491030,"GCP, Networking, Terraform, Azure",2023-10-16,Hybrid,Healthcare
JOB00174,Software Engineer,Byju's,Ahmedabad,Senior,1800438,"JavaScript, Microservices, Spring Boot, Git, Java, SQL, REST APIs, Python",2024-05-24,Yes,Healthcare
JOB00175,AI Engineer,Accenture,Chennai,Lead,3599878,"Prompt Engineering, Vector Databases, PyTorch, OpenAI API, NLP, TensorFlow",2024-08-27,No,Fintech
JOB00176,Data Analyst,Swiggy,Delhi NCR,Lead,2620846,"Data Visualization, Business Intelligence, Python, Tableau, Excel, Pandas, Statistics, R",2022-06-11,Yes,EdTech
JOB00177,Business Intelligence Analyst,Capgemini,Delhi NCR,Mid,754040,"Business Analysis, SQL, Statistics, Python, Tableau, Data Modeling",2024-09-08,No,IT
JOB00178,Software Engineer,Byju's,Delhi NCR,Mid,1477493,"SQL, JavaScript, Agile, Microservices",2023-05-06,No,E-commerce
JOB00179,DevOps Engineer,Amazon India,Chennai,Principal,5006843,"GCP, CI/CD, Ansible, Terraform, Linux, Docker",2024-08-19,No,Healthcare
JOB00180,Full Stack Developer,Capgemini,Delhi NCR,Entry,594924,"React, JavaScript, SQL, Docker, CSS",2022-11-09,Yes,E-commerce
JOB00181,Data Engineer,Cognizant,Delhi NCR,Mid,1223555,"Databricks, dbt, Kafka, Airflow, Snowflake, Big Data, AWS, SQL",2024-08-01,Yes,Finance
JOB00182,Business Intelligence Analyst,TechCorp India,Kolkata,Principal,5548147,"Statistics, SQL, Data Modeling, Python, ETL",2022-04-10,Yes,Fintech
JOB00183,Software Engineer,Zoho,Gurgaon,Entry,670760,"Java, JavaScript, Git, SQL, C++",2022-05-04,No,Fintech
JOB00184,DevOps Engineer,Flipkart,Hyderabad,Entry,303466,"Ansible, Jenkins, Docker, Linux, GCP, Terraform, AWS, Monitoring",2024-10-25,Yes,IT
JOB00185,Cloud Architect,Google India,Mumbai,Mid,952674,"Cost Optimization, Networking, Terraform, Docker, GCP",2023-07-02,No,E-commerce
JOB00186,DevOps Engineer,Google India,Kolkata,Principal,4520087,"GCP, Bash Scripting, Kubernetes, Docker, Linux",2024-04-10,Hybrid,E-commerce
JOB00187,Data Scientist,Paytm,Bangalore,Entry,668493,"Machine Learning, R, Statistics, Scikit-learn, SQL",2022-07-15,Yes,Finance
JOB00188,NLP Engineer,Amazon India,Bangalore,Principal,5494392,"Python, NLP, Transformers, NLTK, SpaCy, Text Processing",2023-01-03,Yes,EdTech
JOB00189,Data Analyst,HCL Technologies,Mumbai,Lead,2661349,"Python, Tableau, Data Visualization, Statistics, Power BI, Business Intelligence",2024-02-26,Hybrid,Fintech
JOB00190,Frontend Developer,TechCorp India,Pune,Entry,351215,"Angular, React, CSS, HTML, TypeScript, Redux, Webpack",2023-10-31,No,E-commerce
JOB00191,Software Engineer,TCS,Mumbai,Senior,2659804,"Microservices, C++, Docker, Python, Git, Spring Boot, Agile",2023-05-20,No,Finance
JOB00192,Full Stack Developer,IBM India,Mumbai,Mid,1475584,"MongoDB, CSS, Python, REST APIs, JavaScript, React, Node.js",2024-01-08,Yes,IT
JOB00193,Data Analyst,Zoho,Gurgaon,Lead,3441293,"R, Business Intelligence, Data Visualization, SQL, Pandas, Statistics, Python, Tableau",2022-07-10,No,E-commerce
JOB00194,Data Scientist,Google India,Hyderabad,Senior,2367822,"Data Visualization, Machine Learning, NLP, Pandas, TensorFlow, NumPy, Spark",2022-12-14,Yes,Healthcare
JOB00195,Backend Developer,Zomato,Mumbai,Senior,2534155,"Java, Node.js, REST APIs, FastAPI, Redis",2023-09-06,No,Healthcare
JOB00196,Software Engineer,Amazon India,Ahmedabad,Lead,3745302,"JavaScript, SQL, Python, C++, Agile, Java, Docker, Microservices",2024-02-18,No,E-commerce
JOB00197,Cybersecurity Analyst,Google India,Delhi NCR,Principal,4070947,"Firewalls, Ethical Hacking, OWASP, Python, Penetration Testing, Incident Response",2022-12-30,No,Fintech
JOB00198,Business Intelligence Analyst,Freshworks,Chennai,Lead,3707706,"ETL, Business Analysis, Power BI, Excel, Python",2022-08-22,Hybrid,EdTech
JOB00199,Data Analyst,HCL Technologies,Pune,Principal,3612894,"Tableau, Pandas, Power BI, Data Visualization, Statistics, SQL, Business Intelligence",2024-10-19,Yes,Healthcare
JOB00200,AI Engineer,Paytm,Kolkata,Mid,1449979,"Prompt Engineering, TensorFlow, OpenAI API, Computer Vision, NLP, Vector Databases, LLMs",2024-12-30,Hybrid,IT
JOB00201,Product Manager,Amazon India,Kolkata,Senior,2625973,"Agile, Communication, Roadmapping, A/B Testing, Scrum, User Research, SQL, Product Strategy",2024-03-29,Yes,IT
JOB00202,Machine Learning Engineer,Swiggy,Gurgaon,Senior,1965570,"CI/CD, Azure, FastAPI, Deep Learning, Model Deployment, Scikit-learn, AWS, PyTorch",2024-03-12,Hybrid,EdTech
JOB00203,Data Analyst,Amazon India,Ahmedabad,Senior,1551511,"Excel, Power BI, Data Visualization, SQL, Pandas, Business Intelligence, Python",2023-10-01,Yes,EdTech
JOB00204,DevOps Engineer,Infosys,Mumbai,Senior,2498585,"Terraform, Monitoring, CI/CD, Kubernetes",2023-09-07,Yes,Healthcare
JOB00205,AI Engineer,Byju's,Kolkata,Entry,655016,"NLP, LangChain, PyTorch, Computer Vision, TensorFlow",2023-11-09,No,Finance
JOB00206,Product Manager,Swiggy,Gurgaon,Lead,3820703,"Scrum, Roadmapping, Data Analysis, Product Strategy, SQL",2023-02-09,No,E-commerce
JOB00207,Data Scientist,Microsoft India,Delhi NCR,Mid,915780,"Data Visualization, NLP, Spark, Machine Learning, NumPy, Big Data",2023-01-18,Yes,E-commerce
JOB00208,Machine Learning Engineer,Swiggy,Gurgaon,Senior,2526522,"Model Deployment, Kubernetes, Deep Learning, MLOps, CI/CD, REST APIs, TensorFlow, PyTorch",2023-12-22,Yes,Fintech
JOB00209,Business Intelligence Analyst,HCL Technologies,Noida,Senior,2788667,"Tableau, Power BI, Python, SQL, Statistics, Business Analysis, ETL, Excel",2024-02-04,No,E-commerce
JOB00210,Data Engineer,Oracle India,Hyderabad,Mid,1302727,"AWS, Hadoop, Snowflake, ETL, Databricks, Airflow, Spark",2024-09-29,Yes,Healthcare
JOB00211,Cybersecurity Analyst,Google India,Noida,Lead,3798996,"Firewalls, Network Security, Penetration Testing, Python",2023-02-04,Hybrid,Fintech
JOB00212,DevOps Engineer,Oracle India,Bangalore,Lead,3935912,"Jenkins, Terraform, Bash Scripting, AWS, Kubernetes, GCP, Docker",2023-03-28,No,Finance
JOB00213,Cloud Architect,Swiggy,Noida,Senior,1852759,"Cost Optimization, Security, Azure, Terraform, AWS, GCP, Docker",2022-03-27,Yes,E-commerce
JOB00214,Machine Learning Engineer,Wipro,Chennai,Mid,1012170,"AWS, Docker, Kubernetes, TensorFlow",2024-06-18,Yes,Fintech
JOB00215,Data Engineer,Byju's,Pune,Senior,2779811,"Hadoop, Big Data, dbt, SQL, ETL, AWS, Python",2023-12-20,Hybrid,EdTech
JOB00216,Data Analyst,HCL Technologies,Hyderabad,Senior,2113699,"Business Intelligence, Power BI, Excel, Pandas, Tableau, SQL",2023-07-22,Yes,Finance
JOB00217,Business Intelligence Analyst,TCS,Mumbai,Senior,2019159,"Python, Power BI, Data Modeling, ETL, Statistics, Excel, Tableau",2024-07-14,No,EdTech
JOB00218,Business Intelligence Analyst,TCS,Noida,Senior,2273998,"Python, ETL, Data Modeling, SQL, Statistics, Excel, Power BI",2024-01-04,No,Finance
JOB00219,Full Stack Developer,Infosys,Bangalore,Mid,1218746,"MongoDB, SQL, CSS, React, HTML, Node.js",2023-12-05,Yes,Fintech
JOB00220,Product Manager,Capgemini,Hyderabad,Lead,2534144,"Scrum, A/B Testing, Data Analysis, Product Strategy",2024-05-26,Hybrid,Healthcare
JOB00221,Data Analyst,Google India,Pune,Senior,1695748,"Power BI, Excel, Statistics, Pandas, Data Visualization, R",2022-04-17,Hybrid,Fintech
JOB00222,Product Manager,HCL Technologies,Gurgaon,Mid,1150081,"Agile, Product Strategy, Communication, Data Analysis",2022-06-09,Yes,EdTech
JOB00223,AI Engineer,Zomato,Mumbai,Lead,2519476,"LLMs, TensorFlow, Prompt Engineering, Vector Databases",2022-09-28,Yes,E-commerce
JOB00224,Machine Learning Engineer,Paytm,Gurgaon,Entry,354107,"Kubernetes, Docker, PyTorch, MLOps, CI/CD, Deep Learning",2022-05-21,Yes,EdTech
JOB00225,AI Engineer,TCS,Mumbai,Mid,1161477,"NLP, PyTorch, Prompt Engineering, Computer Vision, LLMs, Vector Databases",2023-03-21,Yes,IT
JOB00226,Data Engineer,TechCorp India,Pune,Lead,3237223,"Kafka, Hadoop, SQL, Airflow, Spark, Snowflake, ETL",2023-08-07,Yes,EdTech
JOB00227,Data Engineer,Zomato,Gurgaon,Principal,4291240,"Airflow, Databricks, Python, SQL, Snowflake, ETL, Big Data",2023-05-09,Yes,EdTech
JOB00228,NLP Engineer,TCS,Bangalore,Entry,489319,"TensorFlow, SpaCy, Deep Learning, Text Processing, Transformers, NLP",2024-08-22,Hybrid,IT
JOB00229,Data Scientist,Oracle India,Noida,Senior,1952445,"Spark, Python, Data Visualization, Statistics",2024-11-03,No,E-commerce
JOB00230,Business Intelligence Analyst,Byju's,Delhi NCR,Lead,2672863,"Statistics, Power BI, Python, SQL, Business Analysis, ETL, Data Modeling, Excel",2022-11-15,No,EdTech
JOB00231,AI Engineer,Oracle India,Hyderabad,Entry,462618,"NLP, Python, Vector Databases, LangChain, OpenAI API, Prompt Engineering, LLMs",2022-04-23,Yes,IT
JOB00232,Business Intelligence Analyst,IBM India,Hyderabad,Mid,1435575,"Power BI, Python, Statistics, Data Modeling",2024-11-25,No,Finance
JOB00233,Business Intelligence Analyst,IBM India,Gurgaon,Senior,1747582,"ETL, Business Analysis, Power BI, Data Modeling",2022-05-11,Hybrid,IT
JOB00234,DevOps Engineer,Wipro,Gurgaon,Lead,3571187,"Docker, Terraform, Linux, AWS, CI/CD, Kubernetes",2023-06-07,Hybrid,Fintech
JOB00235,Machine Learning Engineer,Cognizant,Bangalore,Mid,1476764,"Python, REST APIs, FastAPI, Scikit-learn, CI/CD, AWS, Kubernetes, Model Deployment",2022-11-04,Hybrid,Fintech
JOB00236,Business Intelligence Analyst,Wipro,Noida,Lead,2970842,"Excel, Business Analysis, ETL, Power BI, Python, SQL",2024-02-03,Hybrid,IT
JOB00237,Data Analyst,Oracle India,Delhi NCR,Mid,1240828,"Data Visualization, Excel, Pandas, Business Intelligence",2023-08-02,Yes,EdTech
JOB00238,DevOps Engineer,Freshworks,Ahmedabad,Entry,493419,"GCP, Linux, Monitoring, Azure, Terraform",2024-01-25,Yes,Fintech
JOB00239,NLP Engineer,TechCorp India,Delhi NCR,Principal,4528136,"Python, SpaCy, Text Processing, NLP, Transformers",2023-12-11,Yes,Fintech
JOB00240,Full Stack Developer,IBM India,Mumbai,Senior,1717996,"REST APIs, Node.js, Docker, AWS, JavaScript",2022-10-19,Yes,Finance
JOB00241,NLP Engineer,Freshworks,Gurgaon,Principal,5232485,"NLTK, NLP, Deep Learning, Transformers, Text Processing, BERT",2022-06-03,Yes,E-commerce
JOB00242,AI Engineer,Swiggy,Pune,Mid,948273,"Computer Vision, LLMs, Prompt Engineering, LangChain, OpenAI API, PyTorch",2023-10-14,Yes,IT
JOB00243,Software Engineer,Amazon India,Kolkata,Mid,1313110,"C++, Python, Docker, SQL",2024-08-12,Yes,EdTech
JOB00244,Frontend Developer,Capgemini,Delhi NCR,Mid,1173869,"Redux, HTML, React, JavaScript, Webpack, Vue.js",2022-03-24,Yes,IT
JOB00245,Business Intelligence Analyst,Swiggy,Noida,Mid,1073023,"Statistics, SQL, ETL, Power BI, Business Analysis, Tableau, Python",2024-04-08,Hybrid,EdTech
JOB00246,Software Engineer,HCL Technologies,Chennai,Entry,542243,"C++, Python, Java, Git",2023-04-01,No,Healthcare
JOB00247,AI Engineer,Wipro,Bangalore,Entry,605305,"Computer Vision, TensorFlow, Python, OpenAI API, LangChain, NLP, LLMs, Prompt Engineering",2023-11-11,No,IT
JOB00248,Data Analyst,Cognizant,Pune,Principal,5316789,"Pandas, SQL, Data Visualization, Statistics, Tableau, Excel, Python",2023-03-16,No,E-commerce
JOB00249,NLP Engineer,IBM India,Kolkata,Mid,736332,"Text Processing, BERT, Transformers, Deep Learning, SpaCy, NLTK, LLMs, Python",2022-06-29,Yes,E-commerce
JOB00250,Software Engineer,IBM India,Hyderabad,Principal,4545001,"Java, Microservices, REST APIs, SQL, Spring Boot, JavaScript, C++, Agile",2024-03-06,Yes,Healthcare
JOB00251,Data Engineer,Accenture,Chennai,Mid,730726,"Python, Snowflake, ETL, Kafka, SQL, Spark",2022-07-25,No,EdTech
JOB00252,Cybersecurity Analyst,Microsoft India,Gurgaon,Entry,415034,"Incident Response, SIEM, Python, Firewalls, Ethical Hacking, OWASP, Penetration Testing, Network Security",2022-02-27,Hybrid,Finance
JOB00253,Data Engineer,TechCorp India,Noida,Mid,1216137,"Airflow, Hadoop, Snowflake, Python, Spark, ETL, Big Data, dbt",2023-03-25,No,IT
JOB00254,Frontend Developer,Freshworks,Hyderabad,Principal,4345002,"CSS, Vue.js, Webpack, JavaScript, TypeScript",2022-10-30,Yes,EdTech
JOB00255,Cybersecurity Analyst,Cognizant,Kolkata,Senior,1652109,"Incident Response, Ethical Hacking, Network Security, SIEM, OWASP, Python",2022-10-07,Hybrid,E-commerce
JOB00256,AI Engineer,HCL Technologies,Hyderabad,Senior,1865329,"Vector Databases, LLMs, NLP, LangChain, Computer Vision, TensorFlow, OpenAI API, Prompt Engineering",2023-08-27,Hybrid,IT
JOB00257,Business Intelligence Analyst,HCL Technologies,Delhi NCR,Principal,5142495,"SQL, Power BI, Data Modeling, Python, Business Analysis, Tableau, ETL, Statistics",2024-10-13,Hybrid,IT
JOB00258,Software Engineer,Capgemini,Chennai,Senior,2170079,"Docker, Python, REST APIs, SQL, Java",2023-06-28,Hybrid,IT
JOB00259,Frontend Developer,Cognizant,Kolkata,Senior,1726564,"JavaScript, TypeScript, Redux, CSS",2024-05-09,No,E-commerce
JOB00260,Frontend Developer,Infosys,Pune,Principal,5074321,"Redux, Angular, Vue.js, GraphQL",2022-05-31,Yes,Healthcare
JOB00261,Backend Developer,TechCorp India,Kolkata,Entry,338902,"Node.js, REST APIs, AWS, Java, MongoDB, Redis",2024-09-15,Hybrid,Finance
JOB00262,Data Engineer,Byju's,Noida,Lead,2829470,"Spark, Kafka, SQL, Big Data",2024-04-18,No,Fintech
JOB00263,Backend Developer,HCL Technologies,Bangalore,Senior,1998174,"Python, REST APIs, Redis, MongoDB",2024-10-02,No,IT
JOB00264,Full Stack Developer,Wipro,Pune,Entry,454428,"AWS, Node.js, Python, JavaScript, REST APIs, Docker, React, CSS",2024-08-27,No,E-commerce
JOB00265,DevOps Engineer,Swiggy,Ahmedabad,Senior,1691127,"Jenkins, AWS, CI/CD, Monitoring, Linux, Kubernetes, Azure, Docker",2023-06-24,No,Finance
JOB00266,Cybersecurity Analyst,Microsoft India,Noida,Senior,2683310,"SIEM, Incident Response, Firewalls, Network Security",2022-06-25,No,EdTech
JOB00267,Software Engineer,TCS,Kolkata,Principal,3755784,"Git, Microservices, Docker, SQL, Spring Boot, Python, JavaScript",2023-09-05,Hybrid,IT
JOB00268,Cloud Architect,HCL Technologies,Bangalore,Principal,5667689,"Cost Optimization, GCP, Azure, Docker, Kubernetes, Security, Terraform, AWS",2023-01-30,No,IT
JOB00269,AI Engineer,Google India,Noida,Lead,2923455,"Vector Databases, Computer Vision, LLMs, OpenAI API, Python",2022-06-28,No,EdTech
JOB00270,Frontend Developer,Wipro,Gurgaon,Senior,2589865,"JavaScript, GraphQL, TypeScript, Webpack, Angular, React, HTML",2022-07-25,Yes,Healthcare
JOB00271,Cybersecurity Analyst,Google India,Hyderabad,Principal,4942291,"Ethical Hacking, Penetration Testing, Firewalls, Incident Response, OWASP, Network Security, SIEM",2023-07-19,Hybrid,EdTech
JOB00272,AI Engineer,Amazon India,Pune,Lead,2581332,"LLMs, NLP, Python, Vector Databases, LangChain, PyTorch, Computer Vision",2022-02-11,No,Healthcare
JOB00273,Cybersecurity Analyst,IBM India,Kolkata,Lead,3960001,"Penetration Testing, Python, SIEM, OWASP",2023-10-20,Hybrid,Fintech
JOB00274,Machine Learning Engineer,Infosys,Noida,Mid,1163173,"REST APIs, MLOps, CI/CD, AWS, Azure",2024-02-05,Yes,IT
JOB00275,Backend Developer,Infosys,Chennai,Principal,5191919,"MongoDB, Redis, Python, Node.js, Django",2023-02-16,Yes,E-commerce
JOB00276,Data Scientist,Accenture,Delhi NCR,Senior,1917563,"SQL, Big Data, R, Pandas, Statistics, Machine Learning",2022-03-04,No,EdTech
JOB00277,DevOps Engineer,TechCorp India,Kolkata,Mid,1197635,"Ansible, CI/CD, Bash Scripting, AWS, GCP, Linux, Jenkins, Docker",2023-08-07,Yes,Finance
JOB00278,Cybersecurity Analyst,TechCorp India,Bangalore,Principal,4398917,"Penetration Testing, Firewalls, Python, SIEM, OWASP",2024-11-17,No,Finance
JOB00279,AI Engineer,Flipkart,Kolkata,Mid,1330343,"NLP, Computer Vision, LangChain, LLMs",2023-07-18,No,E-commerce
JOB00280,Backend Developer,Microsoft India,Noida,Mid,1189368,"Docker, MongoDB, Redis, REST APIs, Java, Python",2024-11-13,Hybrid,EdTech
JOB00281,Data Engineer,IBM India,Pune,Senior,2125949,"Snowflake, Spark, Kafka, Airflow",2023-10-28,Hybrid,Fintech
JOB00282,NLP Engineer,Amazon India,Hyderabad,Senior,1895019,"Deep Learning, BERT, Python, SpaCy, Transformers",2024-04-07,Hybrid,IT
JOB00283,AI Engineer,Amazon India,Chennai,Lead,3119927,"Prompt Engineering, Vector Databases, LangChain, LLMs, Python, Computer Vision",2023-01-24,Hybrid,EdTech
JOB00284,AI Engineer,Oracle India,Mumbai,Lead,3909010,"LangChain, Computer Vision, PyTorch, Prompt Engineering, LLMs, Vector Databases",2023-01-06,No,Finance
JOB00285,Business Intelligence Analyst,Flipkart,Delhi NCR,Senior,2672374,"ETL, Tableau, Python, Power BI, Business Analysis",2023-09-21,No,Healthcare
JOB00286,Data Engineer,Capgemini,Noida,Senior,2472576,"Snowflake, Python, Big Data, Spark",2024-08-25,Yes,Fintech
JOB00287,Full Stack Developer,HCL Technologies,Delhi NCR,Principal,4751394,"JavaScript, React, HTML, Node.js, REST APIs, AWS, SQL",2024-07-26,Hybrid,Finance
JOB00288,Product Manager,Capgemini,Hyderabad,Entry,555632,"Scrum, User Research, A/B Testing, Product Strategy, Roadmapping, Data Analysis",2023-07-15,Hybrid,Finance
JOB00289,DevOps Engineer,Byju's,Chennai,Entry,367845,"Jenkins, Bash Scripting, Monitoring, Linux, Ansible, Azure, Terraform, Docker",2022-03-19,Hybrid,Healthcare
JOB00290,Data Scientist,Microsoft India,Pune,Senior,2613658,"Python, Scikit-learn, Spark, Big Data, TensorFlow",2023-04-09,Yes,IT
JOB00291,Full Stack Developer,Zoho,Noida,Principal,5969063,"React, Python, JavaScript, SQL, CSS, Node.js",2024-12-01,No,E-commerce
JOB00292,NLP Engineer,HCL Technologies,Chennai,Mid,1059381,"LLMs, BERT, TensorFlow, SpaCy, Deep Learning, Python, NLP",2023-04-05,Hybrid,IT
JOB00293,Data Engineer,Byju's,Gurgaon,Principal,4208773,"Kafka, Databricks, Python, AWS",2023-06-08,Yes,EdTech
JOB00294,Data Scientist,Google India,Mumbai,Entry,642657,"Python, NLP, Machine Learning, Statistics",2024-06-28,Hybrid,Healthcare
JOB00295,DevOps Engineer,Zoho,Gurgaon,Mid,915477,"GCP, Jenkins, Kubernetes, Ansible",2023-07-07,Hybrid,Finance
JOB00296,Full Stack Developer,Paytm,Chennai,Entry,568217,"Python, SQL, CSS, REST APIs, Node.js, AWS, HTML, MongoDB",2023-06-23,No,Fintech
JOB00297,Full Stack Developer,Accenture,Bangalore,Senior,1836327,"REST APIs, AWS, Node.js, HTML",2023-11-09,Yes,Fintech
JOB00298,Machine Learning Engineer,Oracle India,Pune,Entry,601021,"PyTorch, TensorFlow, Azure, FastAPI, Model Deployment, Docker, Scikit-learn",2024-07-24,No,IT
JOB00299,Machine Learning Engineer,Infosys,Bangalore,Mid,741360,"Kubernetes, FastAPI, Model Deployment, REST APIs, MLOps, TensorFlow",2022-07-14,Yes,Fintech
JOB00300,AI Engineer,Google India,Kolkata,Mid,1044625,"OpenAI API, Computer Vision, TensorFlow, PyTorch, Prompt Engineering, Vector Databases",2022-08-22,No,Healthcare
JOB00301,Cybersecurity Analyst,Wipro,Kolkata,Lead,3946830,"Incident Response, Firewalls, Python, Network Security, OWASP, SIEM, Ethical Hacking",2022-11-23,Hybrid,E-commerce
JOB00302,Product Manager,Zomato,Mumbai,Principal,5337788,"Roadmapping, User Research, SQL, Product Strategy, Agile",2024-09-16,No,E-commerce
JOB00303,Data Scientist,Amazon India,Noida,Entry,437160,"Python, NLP, Scikit-learn, Pandas, NumPy, Data Visualization",2023-04-04,Hybrid,Fintech
JOB00304,Business Intelligence Analyst,TechCorp India,Hyderabad,Principal,3899474,"Excel, Python, Power BI, ETL, Statistics, Tableau, Business Analysis",2022-04-22,Hybrid,E-commerce
JOB00305,Cybersecurity Analyst,Infosys,Noida,Lead,2846877,"OWASP, SIEM, Python, Incident Response",2023-07-24,Yes,EdTech
JOB00306,AI Engineer,TCS,Ahmedabad,Lead,3345733,"TensorFlow, OpenAI API, LangChain, Prompt Engineering, Computer Vision",2024-07-06,No,Healthcare
JOB00307,Machine Learning Engineer,TCS,Gurgaon,Lead,3870222,"TensorFlow, MLOps, FastAPI, Python",2022-01-01,Hybrid,Fintech
JOB00308,Backend Developer,Accenture,Ahmedabad,Principal,5858593,"Docker, AWS, SQL, Flask, MongoDB",2022-04-22,No,EdTech
JOB00309,Product Manager,Microsoft India,Pune,Principal,5484466,"A/B Testing, Agile, Product Strategy, User Research, Communication, Roadmapping",2023-12-01,Hybrid,EdTech
JOB00310,Frontend Developer,Capgemini,Mumbai,Entry,324000,"Redux, Vue.js, TypeScript, JavaScript, GraphQL",2023-02-06,No,Finance
JOB00311,DevOps Engineer,HCL Technologies,Ahmedabad,Mid,1451606,"Kubernetes, Jenkins, Docker, Monitoring, Terraform, Azure",2024-10-29,Yes,EdTech
JOB00312,Business Intelligence Analyst,Zoho,Gurgaon,Entry,590049,"Python, Power BI, ETL, Data Modeling, Tableau, Business Analysis, SQL",2024-03-04,No,EdTech
JOB00313,NLP Engineer,Zoho,Noida,Lead,3378003,"BERT, Transformers, SpaCy, TensorFlow, NLTK, Text Processing, NLP, Python",2024-04-25,No,Fintech
JOB00314,Cloud Architect,Cognizant,Noida,Senior,2660944,"Kubernetes, Cost Optimization, Terraform, Microservices, GCP",2022-09-29,Hybrid,Fintech
JOB00315,AI Engineer,Flipkart,Bangalore,Senior,1742022,"LangChain, OpenAI API, Prompt Engineering, LLMs, Vector Databases, Computer Vision",2023-08-09,Hybrid,IT
JOB00316,Data Scientist,Oracle India,Pune,Lead,2804772,"Scikit-learn, Python, TensorFlow, PyTorch",2022-11-26,Yes,IT
JOB00317,Business Intelligence Analyst,Paytm,Pune,Senior,1927820,"SQL, ETL, Business Analysis, Excel, Statistics, Tableau, Power BI, Python",2023-05-02,Hybrid,Fintech
JOB00318,Data Scientist,Zoho,Ahmedabad,Lead,3312761,"Data Visualization, Scikit-learn, SQL, Pandas, Python, Big Data, PyTorch",2023-02-20,Yes,Fintech
JOB00319,Business Intelligence Analyst,Wipro,Kolkata,Senior,2733933,"Excel, Statistics, Power BI, Python, Tableau, SQL, ETL, Business Analysis",2024-11-18,Yes,E-commerce
JOB00320,Backend Developer,HCL Technologies,Bangalore,Principal,4608301,"Node.js, Redis, FastAPI, Python, Flask",2024-08-13,Yes,Healthcare
JOB00321,Data Engineer,Accenture,Hyderabad,Entry,627872,"Databricks, Airflow, Snowflake, ETL, Kafka, Python, Big Data, Hadoop",2024-12-12,Hybrid,IT
JOB00322,Product Manager,Amazon India,Delhi NCR,Principal,4168448,"Communication, Roadmapping, Product Strategy, Scrum, Agile, SQL, User Research",2023-11-11,No,Finance
JOB00323,Product Manager,Infosys,Delhi NCR,Principal,5725073,"Communication, Product Strategy, A/B Testing, User Research, Scrum, Data Analysis, Roadmapping",2023-05-15,No,IT
JOB00324,Full Stack Developer,Capgemini,Delhi NCR,Senior,2632959,"JavaScript, REST APIs, MongoDB, AWS, Node.js, CSS",2023-08-31,Hybrid,IT
JOB00325,Machine Learning Engineer,TCS,Hyderabad,Mid,1264107,"Python, Model Deployment, TensorFlow, Scikit-learn, FastAPI, MLOps, CI/CD, AWS",2024-06-10,Yes,E-commerce
JOB00326,Business Intelligence Analyst,Freshworks,Chennai,Senior,1579453,"Tableau, SQL, Statistics, Power BI",2022-05-25,No,E-commerce
JOB00327,Full Stack Developer,Zoho,Mumbai,Lead,3821661,"Docker, MongoDB, JavaScript, CSS, HTML, REST APIs, SQL",2022-01-13,Hybrid,EdTech
JOB00328,Data Scientist,Google India,Kolkata,Entry,487537,"Machine Learning, PyTorch, Data Visualization, Scikit-learn, Big Data, NumPy, Spark, NLP",2024-06-15,Hybrid,IT
JOB00329,DevOps Engineer,Microsoft India,Bangalore,Mid,1259381,"AWS, Jenkins, Ansible, GCP, Monitoring",2023-09-03,Hybrid,EdTech
JOB00330,Data Analyst,Microsoft India,Chennai,Entry,321901,"Business Intelligence, Data Visualization, Excel, Python",2023-03-07,No,Fintech
JOB00331,Cybersecurity Analyst,Cognizant,Gurgaon,Principal,4097500,"SIEM, Python, Ethical Hacking, OWASP, Incident Response",2022-08-23,Yes,EdTech
JOB00332,DevOps Engineer,Amazon India,Delhi NCR,Principal,3806790,"Bash Scripting, Kubernetes, GCP, Monitoring, Azure, CI/CD",2024-09-24,Yes,Fintech
JOB00333,AI Engineer,Zoho,Pune,Mid,804904,"Vector Databases, TensorFlow, NLP, PyTorch, OpenAI API, LLMs",2023-11-04,Hybrid,EdTech
JOB00334,Data Analyst,Flipkart,Pune,Principal,5877591,"Statistics, Data Visualization, Python, SQL, Pandas, Excel",2023-03-30,No,Finance
JOB00335,AI Engineer,IBM India,Hyderabad,Senior,2506536,"OpenAI API, LLMs, Computer Vision, NLP, Vector Databases, Python, TensorFlow",2022-06-17,Hybrid,Finance
JOB00336,Backend Developer,Infosys,Noida,Entry,681380,"Python, MongoDB, AWS, REST APIs",2023-03-12,No,EdTech
JOB00337,NLP Engineer,HCL Technologies,Ahmedabad,Principal,5480147,"LLMs, SpaCy, BERT, Deep Learning, Transformers",2023-08-19,Hybrid,EdTech
JOB00338,Machine Learning Engineer,Cognizant,Gurgaon,Lead,3263081,"Python, Model Deployment, Scikit-learn, Deep Learning, PyTorch, Azure, FastAPI, CI/CD",2022-11-23,Hybrid,Fintech
JOB00339,Cybersecurity Analyst,Accenture,Bangalore,Mid,1471667,"Firewalls, Network Security, Python, Penetration Testing, OWASP, Incident Response, Ethical Hacking",2024-01-27,Hybrid,Finance
